id,recording,upload_date,vol,cont,quality,stage,annotator_name,start_1,end_1,start_2,end_2,comments,start_3,end_3,start_4,end_4,start_5,end_5,start_6,end_6,start_7,end_7,start_8,end_8,start_9,end_9,start_10,end_10,start_11,end_11,start_12,end_12,start_13,end_13,start_14,end_14,start_15,end_15,start_16,end_16,start_17,end_17,start_18,end_18,start_19,end_19,start_20,end_20,start_21,end_21
BNraT7TUj1ZHWnxzh3eVOM2CwIm1,counting-normal_v2,20200820,y,y,clean_audio,counting-normal,Rohit Kumar,0.69,15.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2,counting-fast_v2,20200919,y,y,clean_audio,counting-fast,Rohit Kumar,0.698,3.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2,counting-normal_v2,20200919,y,y,clean_audio,counting-normal,Rohit Kumar,0.852,7.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2,vowel-o_v2,20200919,y,y,clean_audio,vowel-o,Rohit Kumar,0.908,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2,breathing-deep_v2,20200919,y,y,clean_audio,breathing-deep,Rohit Kumar,1.099,1.96,3.002,3.707,,3.99,4.24,4.922,5.784,6.011,6.277,6.966,7.758,8.854,9.755,2.141,2.431,,,,,,,,,,,,,,,,,,,,,,,,,,
BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2,breathing-shallow_v2,20200919,y,y,clean_audio,breathing-shallow,Rohit Kumar,1.733,2.262,3.158,3.66,,4.434,4.946,5.748,6.254,6.956,7.301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2,vowel-a_v2,20200919,y,y,clean_audio,vowel-a,Rohit Kumar,0.762,11.751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2,cough-shallow_v2,20200919,y,y,clean_audio,cough-shallow,Rohit Kumar,1.102,1.879,2.288,2.97,,3.437,4.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2,vowel-e_v2,20200919,y,y,clean_audio,vowel-e,Rohit Kumar,0.792,9.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTq6ZzkM2pdcUmgtOHVP4GG5wvZ2,cough-heavy_v2,20200919,y,y,clean_audio,cough-heavy,Rohit Kumar,1.012,1.82,2.304,3.149,,3.688,4.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHvK60v1LY9cBfLvYkBkJxdfNz2,breathing-shallow_v2,20200911,y,y,noisy_audio,breathing-shallow,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHvK60v1LY9cBfLvYkBkJxdfNz2,cough-heavy_v2,20200911,y,y,clean_audio,cough-heavy,Rohit Kumar,5.433,6.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHvK60v1LY9cBfLvYkBkJxdfNz2,breathing-deep_v2,20200911,y,y,clean_audio,breathing-deep,Rohit Kumar,3.344,3.917,4.057,5.571,,6.112,6.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHvK60v1LY9cBfLvYkBkJxdfNz2,vowel-o_v2,20200911,y,y,bad_audio,vowel-o,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHvK60v1LY9cBfLvYkBkJxdfNz2,vowel-a_v2,20200911,y,y,bad_audio,vowel-a,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHvK60v1LY9cBfLvYkBkJxdfNz2,vowel-e_v2,20200911,y,y,bad_audio,vowel-e,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHvK60v1LY9cBfLvYkBkJxdfNz2,cough-shallow_v2,20200911,y,y,clean_audio,cough-shallow,Rohit Kumar,6.085,6.889,8.038,9.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHvK60v1LY9cBfLvYkBkJxdfNz2,counting-fast_v2,20200911,y,y,bad_audio,counting-fast,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZHvK60v1LY9cBfLvYkBkJxdfNz2,counting-normal_v2,20200911,y,y,bad_audio,counting-normal,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoCrMaxD7DVdo0nXNl14zk8ycR52,counting-fast_v2,20200901,y,y,noisy_audio,counting-fast,Rohit Kumar,0.22,8.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoCrMaxD7DVdo0nXNl14zk8ycR52,vowel-o_v2,20200901,y,y,noisy_audio,vowel-o,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoCrMaxD7DVdo0nXNl14zk8ycR52,breathing-shallow_v2,20200901,y,y,bad_audio,breathing-shallow,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoCrMaxD7DVdo0nXNl14zk8ycR52,breathing-deep_v2,20200901,y,y,clean_audio,breathing-deep,Rohit Kumar,0.599,1.427,1.999,3.07,,3.436,4.531,5.383,7.866,8.718,9.862,11.932,12.723,13.672,14.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoCrMaxD7DVdo0nXNl14zk8ycR52,cough-heavy_v2,20200901,y,y,clean_audio,cough-heavy,Rohit Kumar,1.075,1.388,2.368,2.685,,3.71,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoCrMaxD7DVdo0nXNl14zk8ycR52,cough-shallow_v2,20200901,y,y,clean_audio,cough-shallow,Rohit Kumar,0.735,3.778,3.966,4.162,,4.317,5.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoCrMaxD7DVdo0nXNl14zk8ycR52,vowel-a_v2,20200901,y,y,clean_audio,vowel-a,Rohit Kumar,0.993,3.378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoCrMaxD7DVdo0nXNl14zk8ycR52,counting-normal_v2,20200901,y,y,noisy_audio,counting-normal,Rohit Kumar,0.541,1.231,1.569,2.167,,2.505,3.088,3.625,3.978,4.285,5.129,5.236,5.727,6.249,6.817,7.308,7.998,8.213,8.75,9.026,9.625,9.855,10.791,11.236,11.834,12.08,12.464,12.832,13.799,13.983,14.658,14.903,16.085,16.254,16.745,17.297,18.494,18.632,19.844,,,,
BoCrMaxD7DVdo0nXNl14zk8ycR52,vowel-e_v2,20200901,y,y,noisy_audio,vowel-e,Rohit Kumar,0.854,3.616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7Q6zEVYAZR7yC0DeDQVIYqfWCi2,vowel-e_v2,20200604,y,y,clean_audio,vowel-e,Rohit Kumar,1.645,7.833,8.635,10.757,,11.363,12.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7Q6zEVYAZR7yC0DeDQVIYqfWCi2,counting-normal_v2,20200604,y,y,clean_audio,counting-normal,Rohit Kumar,1.59,15.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7Q6zEVYAZR7yC0DeDQVIYqfWCi2,vowel-o_v2,20200604,y,y,clean_audio,vowel-o,Rohit Kumar,1.584,6.496,7.021,8.341,,9.346,10.264,10.753,11.461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7Q6zEVYAZR7yC0DeDQVIYqfWCi2,breathing-shallow_v2,20200604,y,y,clean_audio,breathing-shallow,Rohit Kumar,0.451,0.966,1.122,1.632,,1.749,2.213,2.344,2.89,3.021,3.466,3.708,4.127,4.365,4.809,5.082,5.39,5.546,6.016,6.228,6.622,,,,,,,,,,,,,,,,,,,,,,
C7Q6zEVYAZR7yC0DeDQVIYqfWCi2,breathing-deep_v2,20200604,y,y,clean_audio,breathing-deep,Rohit Kumar,1.23,2.096,2.42,3.324,,3.609,4.59,4.904,5.618,5.884,6.979,7.188,7.978,8.244,9.253,9.434,10.138,10.576,11.48,11.956,12.48,,,,,,,,,,,,,,,,,,,,,,
C7Q6zEVYAZR7yC0DeDQVIYqfWCi2,cough-heavy_v2,20200604,y,y,clean_audio,cough-heavy,Rohit Kumar,1.45,1.91,2.795,3.129,,4.881,5.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7Q6zEVYAZR7yC0DeDQVIYqfWCi2,cough-shallow_v2,20200604,y,y,clean_audio,cough-shallow,Rohit Kumar,1.391,2.081,2.761,3.579,,5.205,6.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7Q6zEVYAZR7yC0DeDQVIYqfWCi2,vowel-a_v2,20200604,y,y,clean_audio,vowel-a,Rohit Kumar,1.673,7.762,8.393,12.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7Q6zEVYAZR7yC0DeDQVIYqfWCi2,counting-fast_v2,20200604,y,y,clean_audio,counting-fast,Rohit Kumar,1.474,9.833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDJLmx0CWdNRiAvgFwn2aHonth43,vowel-o_v2,20200525,y,y,clean_audio,vowel-o,Rohit Kumar,1.506,8.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDJLmx0CWdNRiAvgFwn2aHonth43,counting-normal_v2,20200525,y,y,clean_audio,counting-normal,Rohit Kumar,1.152,17.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDJLmx0CWdNRiAvgFwn2aHonth43,counting-fast_v2,20200525,y,y,clean_audio,counting-fast,Rohit Kumar,1.361,10.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDJLmx0CWdNRiAvgFwn2aHonth43,cough-heavy_v2,20200525,y,y,clean_audio,cough-heavy,Rohit Kumar,1.475,3.061,3.998,5.933,,7.044,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDJLmx0CWdNRiAvgFwn2aHonth43,cough-shallow_v2,20200525,y,y,clean_audio,cough-shallow,Rohit Kumar,1.635,2.108,2.247,2.717,,2.941,3.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDJLmx0CWdNRiAvgFwn2aHonth43,vowel-a_v2,20200525,y,y,clean_audio,vowel-a,Rohit Kumar,1.312,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDJLmx0CWdNRiAvgFwn2aHonth43,breathing-shallow_v2,20200525,y,y,clean_audio,breathing-shallow,Rohit Kumar,2.82,3.933,6.327,7.073,,7.641,8.732,9.367,10.592,12.752,13.943,11.427,12.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDJLmx0CWdNRiAvgFwn2aHonth43,breathing-deep_v2,20200525,y,y,clean_audio,breathing-deep,Rohit Kumar,0.666,2.418,2.783,5.423,,6.06,7.813,8.405,11.022,12.183,13.959,14.459,17.077,17.919,19.877,20.332,22.29,25.317,27.092,28.845,29.847,,,,,,,,,,,,,,,,,,,,,,
CDJLmx0CWdNRiAvgFwn2aHonth43,vowel-e_v2,20200525,y,y,clean_audio,vowel-e,Rohit Kumar,1.101,7.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEn02KlCBsUgUqUmf5BfUgaITG33,vowel-a_v2,20200814,y,y,clean_audio,vowel-a,Rohit Kumar,1.051,21.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEn02KlCBsUgUqUmf5BfUgaITG33,vowel-e_v2,20200814,y,y,clean_audio,vowel-e,Rohit Kumar,0.719,21.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEn02KlCBsUgUqUmf5BfUgaITG33,cough-shallow_v2,20200814,y,y,clean_audio,cough-shallow,Rohit Kumar,2.274,2.729,2.88,3.1,,3.464,3.797,4.751,5.176,5.38,5.63,5.903,6.259,7.297,7.729,8.016,8.38,8.668,9.077,,,,,,,,,,,,,,,,,,,,,,,,
CEn02KlCBsUgUqUmf5BfUgaITG33,cough-heavy_v2,20200814,y,y,clean_audio,cough-heavy,Rohit Kumar,1.304,2.004,2.089,2.88,,3.428,4.341,5.12,5.917,6.867,7.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEn02KlCBsUgUqUmf5BfUgaITG33,breathing-deep_v2,20200814,y,y,clean_audio,breathing-deep,Rohit Kumar,1.069,1.956,2.24,4.067,,4.546,5.823,6.284,8.484,8.981,10.152,10.524,12.689,13.611,14.871,15.35,17.301,18.117,19.518,19.98,22.055,,,,,,,,,,,,,,,,,,,,,,
CEn02KlCBsUgUqUmf5BfUgaITG33,breathing-shallow_v2,20200814,y,y,clean_audio,breathing-shallow,Rohit Kumar,0.895,2.199,2.301,3.415,,3.528,4.457,4.624,5.553,5.732,6.673,6.774,7.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEn02KlCBsUgUqUmf5BfUgaITG33,vowel-o_v2,20200814,y,y,clean_audio,vowel-o,Rohit Kumar,0.865,9.253,11.991,14.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEn02KlCBsUgUqUmf5BfUgaITG33,counting-normal_v2,20200814,y,y,clean_audio,counting-normal,Rohit Kumar,1.318,14.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEn02KlCBsUgUqUmf5BfUgaITG33,counting-fast_v2,20200814,y,y,clean_audio,counting-fast,Rohit Kumar,1.422,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGGk5Y7thvXSCYhDX0e4yPN7g5R2,breathing-deep_v2,20200901,y,y,clean_audio,breathing-deep,Rohit Kumar,3.896,4.402,4.517,4.721,,5.049,5.528,6.229,6.655,6.779,6.93,7.249,7.693,8.34,8.81,9.413,9.999,10.185,10.522,10.717,11.17,,,,,,,,,,,,,,,,,,,,,,
CGGk5Y7thvXSCYhDX0e4yPN7g5R2,counting-normal_v2,20200901,y,y,clean_audio,counting-normal,Rohit Kumar,0.932,7.72,9.263,14.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGGk5Y7thvXSCYhDX0e4yPN7g5R2,cough-heavy_v2,20200901,y,y,clean_audio,cough-heavy,Rohit Kumar,0.366,0.73,1.617,1.978,,2.694,3.1,3.776,4.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGGk5Y7thvXSCYhDX0e4yPN7g5R2,breathing-shallow_v2,20200901,y,y,clean_audio,breathing-shallow,Rohit Kumar,1.812,2.344,5.275,5.474,,5.592,5.75,6.042,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGGk5Y7thvXSCYhDX0e4yPN7g5R2,vowel-e_v2,20200901,y,y,clean_audio,vowel-e,Rohit Kumar,0.837,3.767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGGk5Y7thvXSCYhDX0e4yPN7g5R2,vowel-a_v2,20200901,y,y,clean_audio,vowel-a,Rohit Kumar,1.262,4.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGGk5Y7thvXSCYhDX0e4yPN7g5R2,cough-shallow_v2,20200901,y,y,clean_audio,cough-shallow,Rohit Kumar,1.043,1.751,2.584,3.351,,4.229,5.111,5.43,5.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGGk5Y7thvXSCYhDX0e4yPN7g5R2,vowel-o_v2,20200901,y,y,clean_audio,vowel-o,Rohit Kumar,0.247,3.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGGk5Y7thvXSCYhDX0e4yPN7g5R2,counting-fast_v2,20200901,y,y,clean_audio,counting-fast,Rohit Kumar,0.189,3.236,3.48,5.004,,5.528,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd7fkliPM2ZUM1skytvoU2vD8jK2,counting-fast_v2,20200824,y,y,clean_audio,counting-fast,Rohit Kumar,0.838,5.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd7fkliPM2ZUM1skytvoU2vD8jK2,counting-normal_v2,20200824,y,y,clean_audio,counting-normal,Rohit Kumar,0.882,7.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd7fkliPM2ZUM1skytvoU2vD8jK2,vowel-o_v2,20200824,y,y,clean_audio,vowel-o,Rohit Kumar,0.791,5.848,6.333,7.263,,7.772,9.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd7fkliPM2ZUM1skytvoU2vD8jK2,breathing-shallow_v2,20200824,y,y,clean_audio,breathing-shallow,Rohit Kumar,1.539,1.805,1.846,2.112,,2.129,2.374,2.415,2.613,2.654,2.893,2.953,3.139,3.199,3.472,3.512,3.701,3.748,3.97,4.024,4.256,,,,,,,,,,,,,,,,,,,,,,
Cd7fkliPM2ZUM1skytvoU2vD8jK2,breathing-deep_v2,20200824,y,y,clean_audio,breathing-deep,Rohit Kumar,0.441,1.089,1.141,1.476,,1.656,2.211,2.277,2.713,2.801,3.281,3.343,3.783,3.827,4.324,4.386,4.663,4.822,5.223,5.293,5.698,,,,,,,,,,,,,,,,,,,,,,
Cd7fkliPM2ZUM1skytvoU2vD8jK2,cough-heavy_v2,20200824,y,y,clean_audio,cough-heavy,Rohit Kumar,0.712,1.016,1.283,1.566,,1.938,2.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd7fkliPM2ZUM1skytvoU2vD8jK2,cough-shallow_v2,20200824,y,y,clean_audio,cough-shallow,Rohit Kumar,0.937,1.201,1.301,1.594,,1.764,2.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd7fkliPM2ZUM1skytvoU2vD8jK2,vowel-a_v2,20200824,y,y,clean_audio,vowel-a,Rohit Kumar,0.977,14.969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cd7fkliPM2ZUM1skytvoU2vD8jK2,vowel-e_v2,20200824,y,y,clean_audio,vowel-e,Rohit Kumar,0.971,9.741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CdU4pgCdFcZxtDHTpLUn1mO9J3o2,breathing-shallow_v2,20200911,y,y,clean_audio,breathing-shallow,Rohit Kumar,0.66,1.173,1.218,1.849,,1.922,2.936,3.015,4.102,4.181,5.2,5.369,6.389,6.524,7.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CdU4pgCdFcZxtDHTpLUn1mO9J3o2,cough-shallow_v2,20200911,y,y,bad_audio,cough-shallow,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CdU4pgCdFcZxtDHTpLUn1mO9J3o2,cough-heavy_v2,20200911,y,y,clean_audio,cough-heavy,Rohit Kumar,1.245,1.795,2.009,2.391,,2.643,3.206,4.158,5.518,6.573,7.531,7.777,8.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CdU4pgCdFcZxtDHTpLUn1mO9J3o2,breathing-deep_v2,20200911,y,y,bad_audio,breathing-deep,Rohit Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CdU4pgCdFcZxtDHTpLUn1mO9J3o2,vowel-e_v2,20200911,y,y,clean_audio,vowel-e,Rohit Kumar,0.805,9.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CdU4pgCdFcZxtDHTpLUn1mO9J3o2,counting-fast_v2,20200911,y,y,clean_audio,counting-fast,Rohit Kumar,0.722,8.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CdU4pgCdFcZxtDHTpLUn1mO9J3o2,counting-normal_v2,20200911,y,y,clean_audio,counting-normal,Rohit Kumar,0.654,1.202,1.419,2.044,,2.108,2.503,2.847,3.383,3.6,4.085,4.289,5.896,6.062,16.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CdU4pgCdFcZxtDHTpLUn1mO9J3o2,vowel-o_v2,20200911,y,y,clean_audio,vowel-o,Rohit Kumar,0.908,6.18,6.18,7.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CdU4pgCdFcZxtDHTpLUn1mO9J3o2,vowel-a_v2,20200911,y,y,clean_audio,vowel-a,Rohit Kumar,0.998,7.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkDhDGNX3iWEqDFJZXn9FrxPxYF3,vowel-a_v2,20200919,y,y,clean_audio,vowel-a,Rohit Kumar,1.29,3.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkDhDGNX3iWEqDFJZXn9FrxPxYF3,cough-shallow_v2,20200919,y,y,clean_audio,cough-shallow,Rohit Kumar,1.599,2.462,3.152,3.481,,4.103,4.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkDhDGNX3iWEqDFJZXn9FrxPxYF3,breathing-deep_v2,20200919,y,y,clean_audio,breathing-deep,Rohit Kumar,16.8,18.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkDhDGNX3iWEqDFJZXn9FrxPxYF3,breathing-shallow_v2,20200919,y,y,clean_audio,breathing-shallow,Rohit Kumar,2.903,3.874,7.039,8.183,,11.066,12.021,15.406,16.503,19.354,20.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkDhDGNX3iWEqDFJZXn9FrxPxYF3,vowel-o_v2,20200919,y,y,clean_audio,vowel-o,Rohit Kumar,0.911,3.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkDhDGNX3iWEqDFJZXn9FrxPxYF3,counting-normal_v2,20200919,y,y,clean_audio,counting-normal,Rohit Kumar,1.555,23.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkDhDGNX3iWEqDFJZXn9FrxPxYF3,counting-fast_v2,20200919,y,y,clean_audio,counting-fast,Rohit Kumar,1.176,5.963,7.016,7.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkDhDGNX3iWEqDFJZXn9FrxPxYF3,cough-heavy_v2,20200919,y,y,clean_audio,cough-heavy,Rohit Kumar,1.386,2.257,2.896,3.235,,3.41,3.714,4.504,4.826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CkDhDGNX3iWEqDFJZXn9FrxPxYF3,vowel-e_v2,20200919,y,y,clean_audio,vowel-e,Rohit Kumar,1.132,5.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D31ydMgq8wMpO9OOGwxpMfOp9qg1,breathing-shallow_v2,20200814,y,y,clean_audio,breathing-shallow,Rohit Kumar,1.707,2.814,3.001,4.602,,4.823,6.219,6.543,8.28,8.501,9.608,9.863,10.953,11.294,12.758,13.014,14.376,14.665,15.891,16.334,17.526,17.815,19.126,19.603,20.897,,,,,,,,,,,,,,,,,,
D31ydMgq8wMpO9OOGwxpMfOp9qg1,vowel-e_v2,20200814,y,y,clean_audio,vowel-e,Rohit Kumar,0.775,3.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D31ydMgq8wMpO9OOGwxpMfOp9qg1,cough-heavy_v2,20200814,y,y,clean_audio,cough-heavy,Rohit Kumar,0.871,2.102,2.958,4.253,,5.325,6.213,6.987,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D31ydMgq8wMpO9OOGwxpMfOp9qg1,breathing-deep_v2,20200814,y,y,clean_audio,breathing-deep,Rohit Kumar,0.96,3.733,5.005,6.46,,7.55,8.619,9.937,11.005,12.141,13.641,14.8,16.141,17.186,18.777,20.163,21.458,22.254,24.322,24.776,26.617,27.367,28.89,,,,,,,,,,,,,,,,,,,,
D31ydMgq8wMpO9OOGwxpMfOp9qg1,vowel-o_v2,20200814,y,y,clean_audio,vowel-o,Rohit Kumar,0.653,2.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D31ydMgq8wMpO9OOGwxpMfOp9qg1,counting-normal_v2,20200814,y,y,clean_audio,counting-normal,Rohit Kumar,0.74,12.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D31ydMgq8wMpO9OOGwxpMfOp9qg1,counting-fast_v2,20200814,y,y,clean_audio,counting-fast,Rohit Kumar,0.626,5.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D31ydMgq8wMpO9OOGwxpMfOp9qg1,cough-shallow_v2,20200814,y,y,clean_audio,cough-shallow,Rohit Kumar,0.482,1.788,2.207,3.357,,3.752,4.531,4.914,6.004,6.255,7.705,8.292,9.418,10.088,11.274,11.526,11.861,12.532,12.999,13.658,14.975,,,,,,,,,,,,,,,,,,,,,,
D31ydMgq8wMpO9OOGwxpMfOp9qg1,vowel-a_v2,20200814,y,y,clean_audio,vowel-a,Rohit Kumar,0.588,3.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTTU4q664ROLrpqFatjOKllp9i1,vowel-a_v2,20200919,n,n,bad_audio,vowel-a,Prashant K V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTTU4q664ROLrpqFatjOKllp9i1,vowel-e_v2,20200919,n,n,bad_audio,vowel-e,Prashant K V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTTU4q664ROLrpqFatjOKllp9i1,counting-fast_v2,20200919,n,n,bad_audio,counting-fast,Prashant K V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTTU4q664ROLrpqFatjOKllp9i1,counting-normal_v2,20200919,n,n,bad_audio,counting-normal,Prashant K V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTTU4q664ROLrpqFatjOKllp9i1,cough-heavy_v2,20200919,n,n,bad_audio,cough-heavy,Prashant K V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTTU4q664ROLrpqFatjOKllp9i1,vowel-o_v2,20200919,n,n,bad_audio,vowel-o,Prashant K V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTTU4q664ROLrpqFatjOKllp9i1,breathing-shallow_v2,20200919,n,n,bad_audio,breathing-shallow,Prashant K V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCTTU4q664ROLrpqFatjOKllp9i1,breathing-deep_v2,20200919,n,n,bad_audio,breathing-deep,Prashant K V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
