id,recording,vol,cont,quality,stage,clean,comments
rSDhZrvtPFhvXnAPUJnYoPBN0mD3,vowel-a,y,y,clean_audio,vowel-a,,
rSDhZrvtPFhvXnAPUJnYoPBN0mD3,cough-heavy,y,y,clean_audio,cough-heavy,,
rSDhZrvtPFhvXnAPUJnYoPBN0mD3,counting-fast,y,y,clean_audio,counting-fast,,
269e2kDksfRXKVHNXf4ACl9JUVm1,vowel-o,y,y,clean_audio,vowel-o,,He pronounced it as /u/
269e2kDksfRXKVHNXf4ACl9JUVm1,vowel-e,y,y,clean_audio,vowel-e,,
269e2kDksfRXKVHNXf4ACl9JUVm1,cough-shallow,y,y,clean_audio,cough-shallow,,
269e2kDksfRXKVHNXf4ACl9JUVm1,breathing-deep,y,y,clean_audio,breathing-deep,,
269e2kDksfRXKVHNXf4ACl9JUVm1,counting-normal,y,y,clean_audio,counting-normal,,
269e2kDksfRXKVHNXf4ACl9JUVm1,breathing-shallow,y,y,noisy_audio,breathing-shallow,,Very heavy breathing
269e2kDksfRXKVHNXf4ACl9JUVm1,vowel-a,y,y,clean_audio,vowel-a,,
269e2kDksfRXKVHNXf4ACl9JUVm1,cough-heavy,y,y,clean_audio,cough-heavy,,
269e2kDksfRXKVHNXf4ACl9JUVm1,counting-fast,y,y,clean_audio,counting-fast,,
H0tBSJN5l8db5f6xB2yMm6QxjFO2,vowel-o,y,y,clean_audio,vowel-o,,
H0tBSJN5l8db5f6xB2yMm6QxjFO2,vowel-e,y,y,clean_audio,vowel-e,,
H0tBSJN5l8db5f6xB2yMm6QxjFO2,cough-shallow,y,y,clean_audio,cough-shallow,,
H0tBSJN5l8db5f6xB2yMm6QxjFO2,breathing-deep,y,y,clean_audio,breathing-deep,,
H0tBSJN5l8db5f6xB2yMm6QxjFO2,counting-normal,y,y,clean_audio,counting-normal,,
H0tBSJN5l8db5f6xB2yMm6QxjFO2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
H0tBSJN5l8db5f6xB2yMm6QxjFO2,vowel-a,y,y,clean_audio,vowel-a,,
H0tBSJN5l8db5f6xB2yMm6QxjFO2,cough-heavy,y,y,clean_audio,cough-heavy,,
H0tBSJN5l8db5f6xB2yMm6QxjFO2,counting-fast,y,y,clean_audio,counting-fast,,
CZT9HTBNgaQrTVKBjIBUtlu6Dgx1,vowel-o,y,y,clean_audio,vowel-o,,
CZT9HTBNgaQrTVKBjIBUtlu6Dgx1,vowel-e,y,y,clean_audio,vowel-e,,
CZT9HTBNgaQrTVKBjIBUtlu6Dgx1,cough-shallow,y,y,clean_audio,cough-shallow,,
CZT9HTBNgaQrTVKBjIBUtlu6Dgx1,breathing-deep,y,y,clean_audio,breathing-deep,,
CZT9HTBNgaQrTVKBjIBUtlu6Dgx1,counting-normal,y,y,clean_audio,counting-normal,,
CZT9HTBNgaQrTVKBjIBUtlu6Dgx1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
CZT9HTBNgaQrTVKBjIBUtlu6Dgx1,vowel-a,y,y,clean_audio,vowel-a,,
CZT9HTBNgaQrTVKBjIBUtlu6Dgx1,cough-heavy,y,y,clean_audio,cough-heavy,,
CZT9HTBNgaQrTVKBjIBUtlu6Dgx1,counting-fast,y,y,clean_audio,counting-fast,,
IH5AenjC1DTmH4Rw4PhvnaKHbmw2,vowel-o,y,y,noisy_audio,vowel-o,,The audio is continuous but variation in the volume throughout
IH5AenjC1DTmH4Rw4PhvnaKHbmw2,vowel-e,n,y,noisy_audio,vowel-e,,
IH5AenjC1DTmH4Rw4PhvnaKHbmw2,cough-shallow,y,y,clean_audio,cough-shallow,,
IH5AenjC1DTmH4Rw4PhvnaKHbmw2,breathing-deep,y,n,noisy_audio,breathing-deep,,
IH5AenjC1DTmH4Rw4PhvnaKHbmw2,counting-normal,y,y,clean_audio,counting-normal,,
IH5AenjC1DTmH4Rw4PhvnaKHbmw2,breathing-shallow,n,n,clean_audio,breathing-shallow,,
IH5AenjC1DTmH4Rw4PhvnaKHbmw2,vowel-a,y,y,noisy_audio,vowel-a,,The volume of the audio decreases in between and there's some background noise
IH5AenjC1DTmH4Rw4PhvnaKHbmw2,cough-heavy,y,y,clean_audio,cough-heavy,,
IH5AenjC1DTmH4Rw4PhvnaKHbmw2,counting-fast,y,y,clean_audio,counting-fast,,Speaker is too close to the microphone
XoXEyaVStbMpBgQXljyI59CPI4m1,vowel-o,y,y,clean_audio,vowel-o,,
XoXEyaVStbMpBgQXljyI59CPI4m1,vowel-e,y,y,clean_audio,vowel-e,,
XoXEyaVStbMpBgQXljyI59CPI4m1,cough-shallow,y,y,clean_audio,cough-shallow,,
XoXEyaVStbMpBgQXljyI59CPI4m1,breathing-deep,y,y,clean_audio,breathing-deep,,
XoXEyaVStbMpBgQXljyI59CPI4m1,counting-normal,y,y,clean_audio,counting-normal,,
XoXEyaVStbMpBgQXljyI59CPI4m1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
XoXEyaVStbMpBgQXljyI59CPI4m1,vowel-a,y,n,clean_audio,vowel-a,,
XoXEyaVStbMpBgQXljyI59CPI4m1,cough-heavy,y,y,clean_audio,cough-heavy,,
XoXEyaVStbMpBgQXljyI59CPI4m1,counting-fast,y,y,clean_audio,counting-fast,,
QlMu7Fl8iIgOZM3QHEOzOJY6npH3,vowel-o,n,n,bad_audio,vowel-o,,
QlMu7Fl8iIgOZM3QHEOzOJY6npH3,vowel-e,n,n,bad_audio,vowel-e,,
QlMu7Fl8iIgOZM3QHEOzOJY6npH3,cough-shallow,n,n,bad_audio,cough-shallow,,
QlMu7Fl8iIgOZM3QHEOzOJY6npH3,breathing-deep,n,n,bad_audio,breathing-deep,,
QlMu7Fl8iIgOZM3QHEOzOJY6npH3,counting-normal,n,n,bad_audio,counting-normal,,
QlMu7Fl8iIgOZM3QHEOzOJY6npH3,breathing-shallow,y,y,clean_audio,breathing-shallow,,
QlMu7Fl8iIgOZM3QHEOzOJY6npH3,vowel-a,n,n,bad_audio,vowel-a,,
QlMu7Fl8iIgOZM3QHEOzOJY6npH3,cough-heavy,n,n,bad_audio,cough-heavy,,
QlMu7Fl8iIgOZM3QHEOzOJY6npH3,counting-fast,n,n,bad_audio,counting-fast,,
9esRO6MV7jhuNNWR9i0j6gBrkXG2,vowel-o,y,y,noisy_audio,vowel-o,,
9esRO6MV7jhuNNWR9i0j6gBrkXG2,vowel-e,y,y,noisy_audio,vowel-e,,
9esRO6MV7jhuNNWR9i0j6gBrkXG2,cough-shallow,y,y,noisy_audio,cough-shallow,,
9esRO6MV7jhuNNWR9i0j6gBrkXG2,breathing-deep,y,y,noisy_audio,breathing-deep,,
9esRO6MV7jhuNNWR9i0j6gBrkXG2,counting-normal,y,y,noisy_audio,counting-normal,,
9esRO6MV7jhuNNWR9i0j6gBrkXG2,breathing-shallow,y,y,noisy_audio,breathing-shallow,,
9esRO6MV7jhuNNWR9i0j6gBrkXG2,vowel-a,y,y,noisy_audio,vowel-a,,
9esRO6MV7jhuNNWR9i0j6gBrkXG2,cough-heavy,y,y,noisy_audio,cough-heavy,,
9esRO6MV7jhuNNWR9i0j6gBrkXG2,counting-fast,y,y,noisy_audio,counting-fast,,
5JO89F9hCpVbVFy7jFqPKtVRyIV2,vowel-o,y,y,clean_audio,vowel-o,,
5JO89F9hCpVbVFy7jFqPKtVRyIV2,vowel-e,y,y,clean_audio,vowel-e,,
5JO89F9hCpVbVFy7jFqPKtVRyIV2,cough-shallow,y,y,clean_audio,cough-shallow,,
5JO89F9hCpVbVFy7jFqPKtVRyIV2,breathing-deep,y,y,clean_audio,breathing-deep,,Very Little Noise is made before breathing but not while breathing. So I considered quality of the audio is clean. 
5JO89F9hCpVbVFy7jFqPKtVRyIV2,counting-normal,y,y,clean_audio,counting-normal,,
5JO89F9hCpVbVFy7jFqPKtVRyIV2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
5JO89F9hCpVbVFy7jFqPKtVRyIV2,vowel-a,y,y,clean_audio,vowel-a,,
5JO89F9hCpVbVFy7jFqPKtVRyIV2,cough-heavy,y,y,clean_audio,cough-heavy,,
5JO89F9hCpVbVFy7jFqPKtVRyIV2,counting-fast,y,y,clean_audio,counting-fast,,
GWjZnz8QWXXGzHLaG0HNHFyeZgS2,vowel-o,y,y,clean_audio,vowel-o,,
GWjZnz8QWXXGzHLaG0HNHFyeZgS2,vowel-e,y,y,clean_audio,vowel-e,,
GWjZnz8QWXXGzHLaG0HNHFyeZgS2,cough-shallow,y,y,clean_audio,cough-shallow,,
GWjZnz8QWXXGzHLaG0HNHFyeZgS2,breathing-deep,y,y,clean_audio,breathing-deep,,
GWjZnz8QWXXGzHLaG0HNHFyeZgS2,counting-normal,y,y,clean_audio,counting-normal,,
GWjZnz8QWXXGzHLaG0HNHFyeZgS2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
GWjZnz8QWXXGzHLaG0HNHFyeZgS2,vowel-a,y,y,clean_audio,vowel-a,,
GWjZnz8QWXXGzHLaG0HNHFyeZgS2,cough-heavy,y,y,clean_audio,cough-heavy,,
GWjZnz8QWXXGzHLaG0HNHFyeZgS2,counting-fast,y,y,clean_audio,counting-fast,,
giXzRAAuoRRAg7xQ9Y56DX0FVDr1,vowel-o,y,y,noisy_audio,vowel-o,,
giXzRAAuoRRAg7xQ9Y56DX0FVDr1,vowel-e,y,y,clean_audio,vowel-e,,
giXzRAAuoRRAg7xQ9Y56DX0FVDr1,cough-shallow,y,y,clean_audio,cough-shallow,,
giXzRAAuoRRAg7xQ9Y56DX0FVDr1,breathing-deep,y,y,clean_audio,breathing-deep,,
giXzRAAuoRRAg7xQ9Y56DX0FVDr1,counting-normal,y,y,clean_audio,counting-normal,,
giXzRAAuoRRAg7xQ9Y56DX0FVDr1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
giXzRAAuoRRAg7xQ9Y56DX0FVDr1,vowel-a,y,y,clean_audio,vowel-a,,
giXzRAAuoRRAg7xQ9Y56DX0FVDr1,cough-heavy,y,y,clean_audio,cough-heavy,,
giXzRAAuoRRAg7xQ9Y56DX0FVDr1,counting-fast,y,y,clean_audio,counting-fast,,
GKhkkTlN0PdIgHoEtwXlRlCqMd13,vowel-o,y,y,noisy_audio,vowel-o,,
GKhkkTlN0PdIgHoEtwXlRlCqMd13,vowel-e,y,y,clean_audio,vowel-e,,
GKhkkTlN0PdIgHoEtwXlRlCqMd13,cough-shallow,y,y,clean_audio,cough-shallow,,
GKhkkTlN0PdIgHoEtwXlRlCqMd13,breathing-deep,y,y,clean_audio,breathing-deep,,
GKhkkTlN0PdIgHoEtwXlRlCqMd13,counting-normal,y,y,clean_audio,counting-normal,,
GKhkkTlN0PdIgHoEtwXlRlCqMd13,breathing-shallow,y,y,clean_audio,breathing-shallow,,
GKhkkTlN0PdIgHoEtwXlRlCqMd13,vowel-a,y,y,clean_audio,vowel-a,,
GKhkkTlN0PdIgHoEtwXlRlCqMd13,cough-heavy,y,y,clean_audio,cough-heavy,,
GKhkkTlN0PdIgHoEtwXlRlCqMd13,counting-fast,y,y,noisy_audio,counting-fast,,
ByeE6FPls3S20RP7vxsLDkmqpA32,vowel-o,y,y,clean_audio,vowel-o,,
ByeE6FPls3S20RP7vxsLDkmqpA32,vowel-e,y,y,clean_audio,vowel-e,,
ByeE6FPls3S20RP7vxsLDkmqpA32,cough-shallow,y,y,clean_audio,cough-shallow,,
ByeE6FPls3S20RP7vxsLDkmqpA32,breathing-deep,y,y,clean_audio,breathing-deep,,
ByeE6FPls3S20RP7vxsLDkmqpA32,counting-normal,y,y,clean_audio,counting-normal,,
ByeE6FPls3S20RP7vxsLDkmqpA32,breathing-shallow,n,n,bad_audio,breathing-shallow,,
ByeE6FPls3S20RP7vxsLDkmqpA32,vowel-a,y,n,bad_audio,vowel-a,,
ByeE6FPls3S20RP7vxsLDkmqpA32,cough-heavy,y,y,clean_audio,cough-heavy,,
ByeE6FPls3S20RP7vxsLDkmqpA32,counting-fast,y,y,clean_audio,counting-fast,,
9qXBPCugOSe0Yl1GhThi1kCVZDD2,vowel-o,y,y,clean_audio,vowel-o,,
9qXBPCugOSe0Yl1GhThi1kCVZDD2,vowel-e,y,y,clean_audio,vowel-e,,
9qXBPCugOSe0Yl1GhThi1kCVZDD2,cough-shallow,y,y,clean_audio,cough-shallow,,
9qXBPCugOSe0Yl1GhThi1kCVZDD2,breathing-deep,n,n,bad_audio,breathing-deep,,Can't hear anything
9qXBPCugOSe0Yl1GhThi1kCVZDD2,counting-normal,y,y,clean_audio,counting-normal,,
9qXBPCugOSe0Yl1GhThi1kCVZDD2,breathing-shallow,n,n,bad_audio,breathing-shallow,,Cannot hear anything
9qXBPCugOSe0Yl1GhThi1kCVZDD2,vowel-a,y,y,clean_audio,vowel-a,,
9qXBPCugOSe0Yl1GhThi1kCVZDD2,cough-heavy,y,y,clean_audio,cough-heavy,,
9qXBPCugOSe0Yl1GhThi1kCVZDD2,counting-fast,y,y,clean_audio,counting-fast,,
MGvc85QJD7PFeYxoAeTxsiq4wHr1,vowel-o,y,y,bad_audio,vowel-o,y,
MGvc85QJD7PFeYxoAeTxsiq4wHr1,vowel-e,y,y,noisy_audio,vowel-e,y,
MGvc85QJD7PFeYxoAeTxsiq4wHr1,cough-shallow,y,y,clean_audio,cough-shallow,y,
MGvc85QJD7PFeYxoAeTxsiq4wHr1,breathing-deep,y,y,clean_audio,breathing-deep,y,
MGvc85QJD7PFeYxoAeTxsiq4wHr1,counting-normal,y,y,noisy_audio,counting-normal,y,
MGvc85QJD7PFeYxoAeTxsiq4wHr1,breathing-shallow,y,y,clean_audio,breathing-shallow,y,
MGvc85QJD7PFeYxoAeTxsiq4wHr1,vowel-a,y,y,noisy_audio,vowel-a,y,
MGvc85QJD7PFeYxoAeTxsiq4wHr1,cough-heavy,y,y,clean_audio,cough-heavy,y,
MGvc85QJD7PFeYxoAeTxsiq4wHr1,counting-fast,y,y,noisy_audio,counting-fast,y,
jsYI5hPpF3XJ6rW8EQjUTCfPNZ62,vowel-o,y,y,clean_audio,vowel-o,,
jsYI5hPpF3XJ6rW8EQjUTCfPNZ62,vowel-e,y,y,clean_audio,vowel-e,,
jsYI5hPpF3XJ6rW8EQjUTCfPNZ62,cough-shallow,y,y,clean_audio,cough-shallow,,
jsYI5hPpF3XJ6rW8EQjUTCfPNZ62,breathing-deep,y,y,noisy_audio,breathing-deep,,
jsYI5hPpF3XJ6rW8EQjUTCfPNZ62,counting-normal,y,y,clean_audio,counting-normal,,
jsYI5hPpF3XJ6rW8EQjUTCfPNZ62,breathing-shallow,y,y,clean_audio,breathing-deep,,
jsYI5hPpF3XJ6rW8EQjUTCfPNZ62,vowel-a,y,y,clean_audio,vowel-a,,
jsYI5hPpF3XJ6rW8EQjUTCfPNZ62,cough-heavy,y,y,clean_audio,cough-heavy,,
jsYI5hPpF3XJ6rW8EQjUTCfPNZ62,counting-fast,y,y,clean_audio,counting-fast,,
StMoprM57wPyrUs5p0s78r1X0Qt1,vowel-o,n,y,clean_audio,vowel-o,,no audio
StMoprM57wPyrUs5p0s78r1X0Qt1,vowel-e,n,y,clean_audio,vowel-e,,no audio
StMoprM57wPyrUs5p0s78r1X0Qt1,cough-shallow,n,y,clean_audio,cough-shallow,,no audio
StMoprM57wPyrUs5p0s78r1X0Qt1,breathing-deep,n,y,clean_audio,breathing-deep,,nothing can be heard
StMoprM57wPyrUs5p0s78r1X0Qt1,counting-normal,y,y,clean_audio,counting-normal,,no audio
StMoprM57wPyrUs5p0s78r1X0Qt1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
StMoprM57wPyrUs5p0s78r1X0Qt1,vowel-a,n,y,clean_audio,vowel-a,,
StMoprM57wPyrUs5p0s78r1X0Qt1,cough-heavy,y,y,clean_audio,cough-heavy,,
StMoprM57wPyrUs5p0s78r1X0Qt1,counting-fast,y,y,clean_audio,counting-fast,,
95XA3QmnULQ1KPlcdw4RDDKnBhH2,vowel-o,n,y,clean_audio,vowel-o,,o as in goat
95XA3QmnULQ1KPlcdw4RDDKnBhH2,vowel-e,y,y,clean_audio,vowel-e,,
95XA3QmnULQ1KPlcdw4RDDKnBhH2,cough-shallow,y,y,clean_audio,cough-shallow,,
95XA3QmnULQ1KPlcdw4RDDKnBhH2,breathing-deep,y,y,clean_audio,breathing-deep,,
95XA3QmnULQ1KPlcdw4RDDKnBhH2,counting-normal,y,y,clean_audio,counting-normal,,
95XA3QmnULQ1KPlcdw4RDDKnBhH2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
95XA3QmnULQ1KPlcdw4RDDKnBhH2,vowel-a,y,y,noisy_audio,vowel-a,,Crackling sounds
95XA3QmnULQ1KPlcdw4RDDKnBhH2,cough-heavy,y,y,clean_audio,cough-heavy,,
95XA3QmnULQ1KPlcdw4RDDKnBhH2,counting-fast,y,y,clean_audio,counting-fast,,
mX9OLV39QwhCicc7VLqQyniNdU63,vowel-o,y,y,clean_audio,vowel-o,,
mX9OLV39QwhCicc7VLqQyniNdU63,vowel-e,y,y,clean_audio,vowel-e,,
mX9OLV39QwhCicc7VLqQyniNdU63,cough-shallow,y,y,clean_audio,cough-shallow,,
mX9OLV39QwhCicc7VLqQyniNdU63,breathing-deep,y,y,clean_audio,breathing-deep,,
mX9OLV39QwhCicc7VLqQyniNdU63,counting-normal,y,y,clean_audio,counting-normal,,
mX9OLV39QwhCicc7VLqQyniNdU63,breathing-shallow,y,y,clean_audio,breathing-shallow,,
mX9OLV39QwhCicc7VLqQyniNdU63,vowel-a,y,y,noisy_audio,vowel-a,,background noise
mX9OLV39QwhCicc7VLqQyniNdU63,cough-heavy,y,y,clean_audio,cough-heavy,,
mX9OLV39QwhCicc7VLqQyniNdU63,counting-fast,n,y,bad_audio,counting-fast,,no audio
RXZtiZlgDxObuYr4m2s8eSavVg72,vowel-o,y,y,bad_audio,vowel-o,y,
RXZtiZlgDxObuYr4m2s8eSavVg72,vowel-e,y,y,bad_audio,vowel-e,y,
RXZtiZlgDxObuYr4m2s8eSavVg72,cough-shallow,y,y,bad_audio,cough-shallow,y,
RXZtiZlgDxObuYr4m2s8eSavVg72,breathing-deep,y,y,bad_audio,breathing-deep,y,
RXZtiZlgDxObuYr4m2s8eSavVg72,counting-normal,y,y,bad_audio,counting-normal,n,
RXZtiZlgDxObuYr4m2s8eSavVg72,breathing-shallow,y,y,bad_audio,breathing-shallow,n,
RXZtiZlgDxObuYr4m2s8eSavVg72,vowel-a,y,y,bad_audio,vowel-a,y,
RXZtiZlgDxObuYr4m2s8eSavVg72,cough-heavy,y,y,bad_audio,cough-heavy,y,
RXZtiZlgDxObuYr4m2s8eSavVg72,counting-fast,y,y,bad_audio,counting-fast,y,
Q8ADRNJMa3ecKbRrrVWqBsbNmsL2,vowel-o,y,y,clean_audio,vowel-o,,
Q8ADRNJMa3ecKbRrrVWqBsbNmsL2,vowel-e,y,y,clean_audio,vowel-e,,
Q8ADRNJMa3ecKbRrrVWqBsbNmsL2,cough-shallow,y,y,clean_audio,cough-shallow,,
Q8ADRNJMa3ecKbRrrVWqBsbNmsL2,breathing-deep,y,y,clean_audio,breathing-deep,,
Q8ADRNJMa3ecKbRrrVWqBsbNmsL2,counting-normal,y,y,clean_audio,counting-normal,,
Q8ADRNJMa3ecKbRrrVWqBsbNmsL2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
Q8ADRNJMa3ecKbRrrVWqBsbNmsL2,vowel-a,y,y,clean_audio,vowel-a,,
Q8ADRNJMa3ecKbRrrVWqBsbNmsL2,cough-heavy,y,y,clean_audio,cough-heavy,,
Q8ADRNJMa3ecKbRrrVWqBsbNmsL2,counting-fast,y,y,clean_audio,counting-fast,,
yWp5tMRFDzbbeEe2csKNd909fqh1,vowel-o,y,y,clean_audio,vowel-o,,
yWp5tMRFDzbbeEe2csKNd909fqh1,vowel-e,y,y,clean_audio,vowel-e,,
yWp5tMRFDzbbeEe2csKNd909fqh1,cough-shallow,y,y,clean_audio,cough-shallow,,
yWp5tMRFDzbbeEe2csKNd909fqh1,breathing-deep,y,y,clean_audio,breathing-deep,,
yWp5tMRFDzbbeEe2csKNd909fqh1,counting-normal,y,y,clean_audio,counting-normal,,
yWp5tMRFDzbbeEe2csKNd909fqh1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
yWp5tMRFDzbbeEe2csKNd909fqh1,vowel-a,y,y,clean_audio,vowel-a,,
yWp5tMRFDzbbeEe2csKNd909fqh1,cough-heavy,y,y,clean_audio,cough-heavy,,
yWp5tMRFDzbbeEe2csKNd909fqh1,counting-fast,y,y,clean_audio,counting-fast,,
zga52aKD4sQJbsqwZg1RrLKjkus2,vowel-o,y,y,clean_audio,vowel-o,,
zga52aKD4sQJbsqwZg1RrLKjkus2,vowel-e,y,y,clean_audio,vowel-e,,
zga52aKD4sQJbsqwZg1RrLKjkus2,cough-shallow,y,y,clean_audio,cough-shallow,,
zga52aKD4sQJbsqwZg1RrLKjkus2,breathing-deep,y,y,clean_audio,breathing-deep,,
zga52aKD4sQJbsqwZg1RrLKjkus2,counting-normal,y,y,clean_audio,counting-normal,,
zga52aKD4sQJbsqwZg1RrLKjkus2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
zga52aKD4sQJbsqwZg1RrLKjkus2,vowel-a,y,y,clean_audio,vowel-a,,
zga52aKD4sQJbsqwZg1RrLKjkus2,cough-heavy,y,y,clean_audio,cough-heavy,,
zga52aKD4sQJbsqwZg1RrLKjkus2,counting-fast,y,y,clean_audio,counting-fast,,
aB7zSIAFW7bCmQC7IBUWFjNncTF3,vowel-o,y,y,clean_audio,vowel-o,,
aB7zSIAFW7bCmQC7IBUWFjNncTF3,vowel-e,y,y,clean_audio,vowel-e,,
aB7zSIAFW7bCmQC7IBUWFjNncTF3,cough-shallow,y,y,clean_audio,cough-shallow,,
aB7zSIAFW7bCmQC7IBUWFjNncTF3,breathing-deep,y,y,clean_audio,breathing-deep,,
aB7zSIAFW7bCmQC7IBUWFjNncTF3,counting-normal,y,y,clean_audio,counting-normal,,
aB7zSIAFW7bCmQC7IBUWFjNncTF3,breathing-shallow,y,y,clean_audio,breathing-shallow,,
aB7zSIAFW7bCmQC7IBUWFjNncTF3,vowel-a,y,y,clean_audio,vowel-a,,
aB7zSIAFW7bCmQC7IBUWFjNncTF3,cough-heavy,y,y,clean_audio,cough-heavy,,
aB7zSIAFW7bCmQC7IBUWFjNncTF3,counting-fast,y,y,clean_audio,counting-fast,,
qRSYuXkgdobbygXanSccCsfBiSK2,vowel-o,y,y,noisy_audio,vowel-o,,
qRSYuXkgdobbygXanSccCsfBiSK2,vowel-e,y,y,noisy_audio,vowel-e,,
qRSYuXkgdobbygXanSccCsfBiSK2,cough-shallow,y,y,noisy_audio,cough-shallow,,
qRSYuXkgdobbygXanSccCsfBiSK2,breathing-deep,y,y,noisy_audio,breathing-deep,,
qRSYuXkgdobbygXanSccCsfBiSK2,counting-normal,y,y,noisy_audio,counting-normal,,
qRSYuXkgdobbygXanSccCsfBiSK2,breathing-shallow,y,y,noisy_audio,breathing-shallow,,
qRSYuXkgdobbygXanSccCsfBiSK2,vowel-a,y,y,noisy_audio,vowel-a,,
qRSYuXkgdobbygXanSccCsfBiSK2,cough-heavy,y,y,noisy_audio,cough-heavy,,
qRSYuXkgdobbygXanSccCsfBiSK2,counting-fast,y,y,clean_audio,counting-fast,,
R4AY1hLOZtUJRsYeDGgGZR4sKVP2,vowel-o,y,y,clean_audio,vowel-o,,
R4AY1hLOZtUJRsYeDGgGZR4sKVP2,vowel-e,y,y,clean_audio,vowel-e,,
R4AY1hLOZtUJRsYeDGgGZR4sKVP2,cough-shallow,y,y,clean_audio,cough-shallow,,
R4AY1hLOZtUJRsYeDGgGZR4sKVP2,breathing-deep,n,y,clean_audio,breathing-deep,,no audio
R4AY1hLOZtUJRsYeDGgGZR4sKVP2,counting-normal,y,y,clean_audio,counting-normal,,
R4AY1hLOZtUJRsYeDGgGZR4sKVP2,breathing-shallow,n,y,clean_audio,breathing-shallow,,very low volume or no audio
R4AY1hLOZtUJRsYeDGgGZR4sKVP2,vowel-a,y,y,clean_audio,vowel-a,,
R4AY1hLOZtUJRsYeDGgGZR4sKVP2,cough-heavy,y,y,clean_audio,cough-heavy,,
R4AY1hLOZtUJRsYeDGgGZR4sKVP2,counting-fast,y,y,clean_audio,counting-fast,,
OTSzQ3koIrTIdjRbfrDBzn88rLe2,vowel-o,y,y,clean_audio,vowel-o,,
OTSzQ3koIrTIdjRbfrDBzn88rLe2,vowel-e,y,y,clean_audio,vowel-e,,
OTSzQ3koIrTIdjRbfrDBzn88rLe2,cough-shallow,y,y,clean_audio,cough-shallow,,
OTSzQ3koIrTIdjRbfrDBzn88rLe2,breathing-deep,y,y,clean_audio,breathing-deep,,
OTSzQ3koIrTIdjRbfrDBzn88rLe2,counting-normal,y,y,clean_audio,counting-normal,,
OTSzQ3koIrTIdjRbfrDBzn88rLe2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
OTSzQ3koIrTIdjRbfrDBzn88rLe2,vowel-a,y,y,clean_audio,vowel-a,,
OTSzQ3koIrTIdjRbfrDBzn88rLe2,cough-heavy,y,y,clean_audio,cough-heavy,,
OTSzQ3koIrTIdjRbfrDBzn88rLe2,counting-fast,y,y,clean_audio,counting-fast,,
C5eIsssb9GSkaAgIfsHMHeR6fSh1,vowel-o,y,y,clean_audio,vowel-o,,
C5eIsssb9GSkaAgIfsHMHeR6fSh1,vowel-e,y,y,clean_audio,vowel-e,,
C5eIsssb9GSkaAgIfsHMHeR6fSh1,cough-shallow,y,y,clean_audio,cough-shallow,,
C5eIsssb9GSkaAgIfsHMHeR6fSh1,breathing-deep,y,y,clean_audio,breathing-deep,,
C5eIsssb9GSkaAgIfsHMHeR6fSh1,counting-normal,y,y,clean_audio,counting-normal,,
C5eIsssb9GSkaAgIfsHMHeR6fSh1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
C5eIsssb9GSkaAgIfsHMHeR6fSh1,vowel-a,y,y,clean_audio,vowel-a,,
C5eIsssb9GSkaAgIfsHMHeR6fSh1,cough-heavy,y,y,clean_audio,cough-heavy,,
C5eIsssb9GSkaAgIfsHMHeR6fSh1,counting-fast,y,y,clean_audio,counting-fast,,
LYJToDRYDZfpjBuNC6YkUcphr0q1,vowel-o,y,y,clean_audio,vowel-o,,
LYJToDRYDZfpjBuNC6YkUcphr0q1,vowel-e,y,y,clean_audio,vowel-e,,
LYJToDRYDZfpjBuNC6YkUcphr0q1,cough-shallow,y,y,clean_audio,cough-shallow,,
LYJToDRYDZfpjBuNC6YkUcphr0q1,breathing-deep,y,y,clean_audio,breathing-deep,,
LYJToDRYDZfpjBuNC6YkUcphr0q1,counting-normal,y,y,clean_audio,counting-normal,,
LYJToDRYDZfpjBuNC6YkUcphr0q1,breathing-shallow,y,y,clean_audio,breathing-shallow,,
LYJToDRYDZfpjBuNC6YkUcphr0q1,vowel-a,y,y,clean_audio,vowel-a,,
LYJToDRYDZfpjBuNC6YkUcphr0q1,cough-heavy,y,y,clean_audio,cough-heavy,,
LYJToDRYDZfpjBuNC6YkUcphr0q1,counting-fast,y,y,clean_audio,counting-fast,,
vgaIxe6N8uQfcnstW4gWet53Amt2,vowel-o,y,y,clean_audio,vowel-o,,
vgaIxe6N8uQfcnstW4gWet53Amt2,vowel-e,y,y,clean_audio,vowel-e,,
vgaIxe6N8uQfcnstW4gWet53Amt2,cough-shallow,y,y,clean_audio,cough-shallow,,
vgaIxe6N8uQfcnstW4gWet53Amt2,breathing-deep,y,y,clean_audio,breathing-deep,,
vgaIxe6N8uQfcnstW4gWet53Amt2,counting-normal,y,y,clean_audio,counting-normal,,
vgaIxe6N8uQfcnstW4gWet53Amt2,breathing-shallow,y,y,clean_audio,breathing-shallow,,
